Depth,Temperature [°C],Oxygen [mg/l],timestamp
6.0,,,2015-08-31 11:00:00
6.5,,,2015-08-31 11:00:00
7.0,,,2015-08-31 11:00:00
7.5,,,2015-08-31 11:00:00
8.0,,,2015-08-31 11:00:00
8.5,,,2015-08-31 11:00:00
9.0,,,2015-08-31 11:00:00
9.5,,,2015-08-31 11:00:00
10.0,,,2015-08-31 11:00:00
0.0,10.3,7.84,2015-10-22 07:30:00
0.5,10.3,7.82,2015-10-22 07:30:00
1.0,10.3,7.79,2015-10-22 07:30:00
1.5,10.3,7.75,2015-10-22 07:30:00
2.0,10.3,7.74,2015-10-22 07:30:00
2.5,10.3,7.74,2015-10-22 07:30:00
3.0,10.3,7.73,2015-10-22 07:30:00
3.5,10.3,7.71,2015-10-22 07:30:00
4.0,10.3,7.69,2015-10-22 07:30:00
4.5,10.3,7.67,2015-10-22 07:30:00
5.0,10.3,7.68,2015-10-22 07:30:00
5.5,10.3,7.69,2015-10-22 07:30:00
6.0,10.3,7.68,2015-10-22 07:30:00
6.5,10.3,7.67,2015-10-22 07:30:00
7.0,10.3,7.67,2015-10-22 07:30:00
7.5,10.3,7.66,2015-10-22 07:30:00
8.0,10.3,1.9,2015-10-22 07:30:00
8.5,,,2015-10-22 07:30:00
9.0,,,2015-10-22 07:30:00
9.5,,,2015-10-22 07:30:00
10.0,,,2015-10-22 07:30:00
0.0,8.0,9.42,2015-11-23 08:25:00
0.5,8.0,9.13,2015-11-23 08:25:00
1.0,8.0,9.08,2015-11-23 08:25:00
1.5,8.0,9.05,2015-11-23 08:25:00
2.0,8.0,9.04,2015-11-23 08:25:00
2.5,8.0,9.02,2015-11-23 08:25:00
3.0,8.0,9.04,2015-11-23 08:25:00
3.5,8.0,9.01,2015-11-23 08:25:00
4.0,8.0,9.02,2015-11-23 08:25:00
4.5,8.0,9.03,2015-11-23 08:25:00
5.0,8.0,9.03,2015-11-23 08:25:00
5.5,8.0,9.02,2015-11-23 08:25:00
6.0,8.0,9.02,2015-11-23 08:25:00
6.5,8.0,9.01,2015-11-23 08:25:00
7.0,8.0,9.01,2015-11-23 08:25:00
7.5,8.0,9.0,2015-11-23 08:25:00
8.0,8.0,8.1,2015-11-23 08:25:00
8.5,,,2015-11-23 08:25:00
9.0,,,2015-11-23 08:25:00
9.5,,,2015-11-23 08:25:00
10.0,,,2015-11-23 08:25:00
0.0,5.6,10.52,2015-12-07 08:30:00
0.5,5.5,10.48,2015-12-07 08:30:00
1.0,5.5,10.45,2015-12-07 08:30:00
1.5,5.5,10.43,2015-12-07 08:30:00
2.0,5.5,10.43,2015-12-07 08:30:00
2.5,5.5,10.43,2015-12-07 08:30:00
3.0,5.5,10.39,2015-12-07 08:30:00
3.5,5.5,10.4,2015-12-07 08:30:00
4.0,5.5,10.4,2015-12-07 08:30:00
4.5,5.5,10.37,2015-12-07 08:30:00
5.0,5.5,10.36,2015-12-07 08:30:00
5.5,5.5,10.32,2015-12-07 08:30:00
6.0,5.5,10.3,2015-12-07 08:30:00
6.5,5.5,10.31,2015-12-07 08:30:00
7.0,5.5,10.3,2015-12-07 08:30:00
7.5,5.5,10.28,2015-12-07 08:30:00
8.0,5.5,,2015-12-07 08:30:00
8.5,,,2015-12-07 08:30:00
9.0,,,2015-12-07 08:30:00
9.5,,,2015-12-07 08:30:00
10.0,,,2015-12-07 08:30:00
0.0,4.7,10.83,2015-12-16 08:30:00
0.5,4.7,10.78,2015-12-16 08:30:00
1.0,4.7,10.76,2015-12-16 08:30:00
1.5,4.7,10.76,2015-12-16 08:30:00
2.0,4.7,10.75,2015-12-16 08:30:00
2.5,4.7,10.74,2015-12-16 08:30:00
3.0,4.7,10.75,2015-12-16 08:30:00
3.5,4.7,10.73,2015-12-16 08:30:00
4.0,4.7,10.71,2015-12-16 08:30:00
4.5,4.7,10.7,2015-12-16 08:30:00
5.0,4.7,10.72,2015-12-16 08:30:00
5.5,4.7,10.72,2015-12-16 08:30:00
6.0,4.7,10.71,2015-12-16 08:30:00
6.5,4.7,10.7,2015-12-16 08:30:00
7.0,4.7,10.56,2015-12-16 08:30:00
7.5,4.7,10.44,2015-12-16 08:30:00
8.0,4.7,10.05,2015-12-16 08:30:00
8.5,,,2015-12-16 08:30:00
9.0,,,2015-12-16 08:30:00
9.5,,,2015-12-16 08:30:00
10.0,,,2015-12-16 08:30:00
